HN014,seviye1,KIMYASAL,KIMYASAL,"oksitleyici hidrojen peroksit atığı","indirgen sodyum sülfit çözeltisi",0,"peroksit/sülfit","Redoks reaksiyonu ani ısı ve gaz çıkışı, patlama riski, birlikte depolanamaz"
HN015,seviye1,TEXSTIL,TEXSTIL,"boyalı sentetik poliester kumaş kırpıntısı","beyaz pamuk elyaf iplik üretim girdisi",0,"boyalı/kumaş","Renk ve sentetik kontaminasyonu pamuk ipliğinde renk bozukluğu, elyaf farklığı, ayrıştırma zorluğu"
HN016,seviye1,TEXSTIL,TEXSTIL,"elastan içeren strech kumaş artığı","saf polyester iplik eğirme hammaddesi",0,"elastan/strech","Elastan (poliüretan) polyester ile uyumsuz, termal bozunma, elyaf eğrilmez"
HN017,seviye1,CAM,CAM,"borosilikat cam laboratuvar artığı","soda-kireç cam şişe fırını cullet beslemesi",0,"borosilikat/lab","Erime sıcaklığı 820°C vs 1200°C, farklı viskozite, cam fırını kalitesi düşer"
HN018,seviye1,CAM,CAM,"lamineli araba yan camı kırığı","düz float cam üretim fırını cullet girdisi",0,"lamineli/araba","PVB ara film (polivinil butiral) yanar, cam fırınında sorun çıkarır, temizlenmesi maliyetli"
HN019,seviye1,KAGIT,KAGIT,"PE kaplamalı bardak karton atığı","kraft kağıt hamur makineleri girdisi",0,"kaplamalı/karton","Polietilen kaplama hamurda erimez, kalite düşürür, elek tıkanıklığı"
HN020,seviye1,KAGIT,KAGIT,"ıslak çürümüş mukavva atığı","birinci hamur kalite kağıt üretim girdisi",0,"çürümüş/mukavva","Biyo-bozunma, koku, mikrobiyel kontaminasyon, mukavemet kaybı, kalite düşük"
HN021,seviye2,KIMYASAL,METAL,"metal boya atık çamuru","metal hurda şarj malzemesi",0,"metal","Biri organik kimyasal (boya pigmenti), diğeri metalik hurda, kurşun içerikli, ergitme zehirlidir"
HN022,seviye2,INSAAAT,CAM,"cam yünü izolasyon levha atığı","cam şişe kırığı cullet girdisi",0,"cam/yün","Cam yünü (boncuklu yapı) vs şişe camı (amorf), farklı kompozisyon, fırına zarar verir"
HN023,seviye2,KIMYASAL,TARIM,"organik solvent atığı (toluen)","organik gübre üretim hammaddesi",0,"organik","Toluen (petrokimyasal aromatik) vs organik gübre (doğal), toksisite, toprak ve bitki ölümü"
HN024,seviye2,PLASTIK,PLASTIK,"plastik kaplama atık tozu","plastik granül ekstrüzyon girdisi",0,"plastik","Kaplama (yüzey işlem katmanı, boya, vernik) vs granül (saf polimer), uyumsuz katkılar"
HN025,seviye2,KIMYASAL,METAL,"demir oksit pigment atığı","demir hurda döküm şarjı",0,"demir/oksit","Pigment (Fe2O3, inorganik boya) vs hurda (metalik Fe), oksit ergitmede cüruf artırır"
HN026,seviye2,KAGIT,KAGIT,"kağıt filtre atığı (kullanılmış)","kağıt hamur makineleri hammaddesi",0,"kağıt/filtre","Filtre (kontamine, yağ/metal partiküllü) vs hamur (temiz selüloz), kalite bozar"
HN027,seviye2,TEXSTIL,KIMYASAL,"tekstil boya atık çözeltisi","tekstil elyaf eğirme girdisi",0,"tekstil/boya","Boya (kimyasal solüsyon) vs elyaf (lif), karıştırılamaz, renk kontaminasyonu"
HN028,seviye2,KIMYASAL,METAL,"bakır sülfat çözelti atığı","bakır kablo hurda granülü",0,"bakır/sülfat","CuSO4 (kimyasal tuz, çözünür) vs Cu metal (iletken), farklı form ve kullanım"
HN029,seviye2,METAL,METAL,"alüminyum folyo atığı","alüminyum profil ekstrüzyon şarjı",0,"alüminyum/folyo","Folyo (10-20 mikron, ince) vs profil (kalın, yapısal), ince folyo ergitmede yanar, oksit miktarı yüksek"
HN030,seviye2,KOMPOZIT,CAM,"cam elyaf kompozit kırığı","cam şişe kırığı cullet beslemesi",0,"cam/elyaf","Cam elyaf (reçine kaplı kompozit) vs cam cullet (saf), reçine yanar ve fırını kirletir"
HN031,seviye2,PLASTIK,PLASTIK,"polietilen film streç atığı","polipropilen enjeksiyon granülü",0,"polietilen/polipropilen","PE ve PP farklı monomer, birlikte karıştırılamaz, mekanik özellikler bozulur"
HN032,seviye2,KIMYASAL,KIMYASAL,"amonyum nitrat atık gübresi","sodyum klorür kimyasal girdisi",0,"nitrat/klorür","Ayrı kristal yapılar, reaktif farkı, NH4NO3 patlayıcı riski"
HN033,seviye2,TEXSTIL,TEXSTIL,"naylon halı atığı","poliamid iplik girdisi",0,"naylon/halı","Halı (ağır, dolgulu) vs iplik (ince, saf), ayrıştırma maliyetli, kalite uyumsuz"
HN034,seviye2,KAGIT,KAGIT,"parafin kaplı kağıt bardak","selüloz hamur makineleri beslemesi",0,"parafin/bardak","Parafin hamuru kirletir, yapışkan, elek tıkar, kalite düşürür"
HN035,seviye2,INSAAAT,KIMYASAL,"PVC pencere profili atığı","PVC granül ekstrüzyon girdisi",0,"PVC/profil","Profil (stabilizatörlü) vs granül (saf), stabilizatör karışımı uyumsuz"
HN036,seviye2,METAL,KIMYASAL,"çinko kaplama atık çamuru","çinko sülfat gübre hammaddesi",0,"çinko/kaplama","Metal çamuru (Fe, Pb karışık) vs çinko tuzu (saf), ağır metal kontaminasyonu"
HN037,seviye2,ORGANIK,KIMYASAL,"ahşap talaşı (ıslak)","etanol distilasyon hammaddesi",0,"ahşap/ıslak","Selülozik vs fermantabl şeker, asit hidroliz gerekli, direkt işlenemez"
HN038,seviye2,PLASTIK,TEXSTIL,"polyester kumaş fire","PET granül şişe üretimi",0,"polyester/PET","Kumaş (boyalı, apresli) vs granül (saf), renk ve katkı sorunu"
HN039,seviye2,KIMYASAL,ORGANIK,"etanol atık çözeltisi (sanayi)","fermantasyon besleme substratı",0,"etanol","Solvent (saflığı düşük, metanol karışık) vs fermentasyon substratı (şekerli), zehirler"
HN040,seviye2,CAM,INSAAAT,"cam tozu çamuru (kuru)","beton agrega hammaddesi",0,"cam/tozu","Cam (amorf silika) vs agrega (kalker/kum), alkali-silika reaksiyonu riski"
HN041,seviye3,PLASTIK,INSAAAT,"PP halı lif atığı","asfalt kaplama modifiye katkısı",0,"lif/kaplama","PP lif (termoplastik) vs asfalt (bitüm), uyumluluk zayıf, sıcaklık dayanımı düşük"
HN042,seviye3,KIMYASAL,METAL,"sodyum borat atığı","bor çeliği üretim alaşım girdisi",0,"bor/çelik","Borat (kristal tuz) vs element bor (katkı), farklı form ve saflık"
HN043,seviye3,ORGANIK,PLASTIK,"mısır nişastası atığı","biyoplastik (PLA) üretim hammaddesi",0,"nişasta/PLA","Nişasta (polimer) vs PLA (polilaktik asit), farklı fermentasyon ve polimerizasyon"
HN044,seviye3,METAL,CAM,"kurşun oksit tozu","kurşun kristal cam üretim girdisi",0,"kurşun/kristal","PbO tozu (saf oksit) vs cam ergitme (SiO2 ile reaksiyon), form uyumsuzluğu"
HN045,seviye3,TEXSTIL,KIMYASAL,"selüloz asetat lif atığı","selüloz nitrat üretim hammaddesi",0,"selüloz/asetat","Asetat (ester) vs nitrat (nitro), farklı kimyasal reaksiyon"
HN046,seviye3,ELEKTRIK,METAL,"kablolardan bakır sıyırma atığı","bakır ergitme oksit giderici",0,"sıyırma/ergitme","Bakır (saf) vs oksit giderici (fosfor/kalsiyum), farklı işlev"
HN047,seviye3,GIDA,KIMYASAL,"zeytin prinası","sabun üretim yağ asidi girdisi",0,"prina/yağ","Prina (küspe) vs yağ asidi (saf yağ), içerik ve saflık farkı"
HN048,seviye3,KIMYASAL,CAM,"sodyum silikat çözeltisi","cam elyaf üretim beslemesi",0,"silikat/elyaf","Çözelti (sıvı) vs elyaf (katı), direkt kullanılamaz"
HN049,seviye3,PLASTIK,OTOMOTIV,"ABS kaporta parça kırığı","ABS geri dönüşüm granülü",0,"kaporta/geri dönüşüm","Kırık parça (boya, katkı) vs granül (saf), kalite düşer"
HN050,seviye3,TEKSTIL,PLASTIK,"karbon keçe artığı","karbon elyaf takviyeli kompozit girdisi",0,"keçe/elyaf","Keçe (düzensiz) vs takviyeli kompozit (düzenli), mekanik zayıf"
HN051,seviye3,KAGIT,KIMYASAL,"beyaz kağıt çamuru","mikrokristalin selüloz üretimi",0,"çamur/mikro","Çamur (dolgu+kısa lif) vs saf selüloz, saflık düşük"
HN052,seviye3,METAL,INSAAAT,"demir tozu atığı","demir oksit pigment üretimi",0,"toz/oksit","Fe toz (metal) vs Fe2O3 (oksit), farklı oksidasyon seviyesi"
HN053,seviye3,ORGANIK,TEKSTIL,"buğday samanı","viskoz elyaf üretim selülozu",0,"saman/elyaf","Saman (ligninli) vs saf selüloz, saflık yeterli değil"
HN054,seviye3,KIMYASAL,PLASTIK,"fenol formaldehit reçine artığı","melamin formaldehit kalıp hammaddesi",0,"fenol/melamin","Farklı reçine ailesi, kürlenme sıcaklıkları farklı"
HN055,seviye3,CAM,INSAAAT,"cam yünü tozu","cam kırığı beton katkısı",0,"yün/kırığı","Cam yünü (lif) vs kırık (parçacık), farklı yüzey alanı, alkali reaksiyon farkı"
HN056,seviye3,PLASTIK,KIMYASAL,"PVC kaplı tel atığı","PVC plastisol üretim girdisi",0,"kaplı/tel","Tel (metal kaplı) vs plastisol (sıvı), kontaminasyon"
HN057,seviye3,TEXSTIL,KAGIT,"pamuk tozu","selüloz dolgu maddesi üretimi",0,"pamuk/tozu","Pamuk tozu (kısa, kalıntı) vs selüloz (uzun lif), kalite düşük"
HN058,seviye3,METAL,PLASTIK,"çinko tozu (atık)","çinko borat alev geciktirici",0,"toz/borat","Zn metal vs Zn-borat, farklı bileşim, tepkime yok"
HN059,seviye3,GIDA,CAM,"yumurta kabuğu tozu","cam üretim kalsiyum oksit kaynağı",0,"kabuk/kalsiyum","Kabuk (organik zar içerir) vs saf CaO, yanma artefaktları"
HN060,seviye3,KIMYASAL,TEKSTIL,"sülfürik asit atığı","viskoz elyaf üretim kullanılmış asiti",0,"asit/viskoz","Atık asit (organik kirli) vs rejenere asit (saflığı düşük), proses farkı"
